0,patient1,patient2,patient3,patient4,patient5,patient6,patient7,patient8,patient9,patient10
MICU2,959.0,721.0,1027.0,501.0,584.0,684.0,874.0,305.0,1161.0,1064.0
MICU3,66.0,100.0,102.0,99.0,98.0,61.0,101.0,95.0,106.0,82.0
MID1,840.0,1915.0,1731.0,1217.0,1049.0,1122.0,873.0,706.0,500.0,808.0
MID1IP1,268.0,394.0,225.0,155.0,354.0,304.0,212.0,320.0,564.0,247.0
MID1IP1-AS1,1.0,1.0,4.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0
MID2,426.0,911.0,439.0,318.0,588.0,546.0,483.0,419.0,486.0,831.0
MIDN,1162.0,4433.0,2872.0,881.0,1324.0,2404.0,1777.0,1665.0,1249.0,1484.0
MIEF1,322.0,518.0,529.0,266.0,571.0,483.0,345.0,227.0,514.0,533.0
MIEF2,25.0,37.0,117.0,66.0,157.0,63.0,60.0,53.0,139.0,61.0
MIEN1,382.0,466.0,913.0,377.0,541.0,411.0,337.0,457.0,835.0,353.0
MIER1,1039.0,1582.0,1822.0,959.0,1263.0,1199.0,1524.0,1121.0,993.0,1674.0
MIER2,160.0,218.0,166.0,100.0,428.0,241.0,133.0,87.0,263.0,121.0
MIER3,216.0,301.0,173.0,160.0,153.0,259.0,310.0,160.0,249.0,406.0
MIF,2221.0,3017.0,3634.0,1595.0,2469.0,2354.0,1668.0,2106.0,3767.0,1926.0
MIF-AS1,95.0,118.0,61.0,42.0,68.0,49.0,32.0,69.0,86.0,38.0
MIF4GD,362.0,533.0,819.0,336.0,698.0,427.0,385.0,227.0,843.0,398.0
MIIP,214.0,601.0,346.0,214.0,341.0,298.0,261.0,159.0,405.0,209.0
MILR1,8.0,12.0,8.0,40.0,93.0,36.0,11.0,3.0,2.0,93.0
MIMT1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
MINA,1535.0,1619.0,1144.0,584.0,856.0,1143.0,993.0,762.0,1550.0,1444.0
MINK1,780.0,1654.0,843.0,487.0,841.0,1150.0,851.0,905.0,758.0,960.0
MINOS1,831.0,795.0,1689.0,672.0,659.0,925.0,832.0,856.0,1814.0,999.0
MINOS1-NBL1,140.0,168.0,450.0,30.0,77.0,27.0,33.0,169.0,2.0,0.0
MINOS1P1,29.0,23.0,13.0,24.0,19.0,26.0,23.0,30.0,9.0,6.0
MINPP1,164.0,146.0,336.0,117.0,263.0,183.0,204.0,57.0,332.0,220.0
MIOS,218.0,223.0,201.0,112.0,235.0,244.0,262.0,64.0,346.0,333.0
MIOX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIP,2.0,22.0,3.0,4.0,3.0,4.0,3.0,11.0,7.0,0.0
MIPEP,368.0,422.0,366.0,158.0,199.0,268.0,505.0,126.0,633.0,534.0
MIPEPP3,43.0,73.0,38.0,12.0,48.0,48.0,25.0,31.0,96.0,39.0
MIPOL1,201.0,329.0,285.0,185.0,147.0,274.0,239.0,182.0,225.0,295.0
MIR1-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1-1HG,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MIR1-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR100HG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
MIR101-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MIR101-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR103A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR103A2,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
MIR103B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR103B2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MIR105-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR105-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR106A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR106B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR10A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR10B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MIR1178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1182,0.0,15.0,37.0,17.0,17.0,11.0,1.0,11.0,10.0,18.0
MIR1183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1184-1,2.0,1.0,1.0,0.0,4.0,2.0,1.0,1.0,4.0,2.0
MIR1184-2,2.0,1.0,1.0,0.0,4.0,2.0,1.0,1.0,4.0,2.0
MIR1184-3,2.0,1.0,1.0,0.0,4.0,2.0,1.0,1.0,4.0,2.0
MIR1185-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1185-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1200,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MIR1203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1204,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1226,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1227,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MIR1228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1233-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1233-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1236,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
MIR1237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MIR124-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR124-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR124-2HG,6.0,11.0,2.0,9.0,2.0,4.0,5.0,22.0,7.0,1.0
MIR124-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1244-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1244-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1244-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1244-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1245A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1245B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1247,3.0,8.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0
MIR1248,4.0,0.0,0.0,5.0,4.0,0.0,6.0,0.0,2.0,0.0
MIR1249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1254-1,0.0,2.0,1.0,4.0,1.0,3.0,0.0,3.0,0.0,1.0
MIR1254-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1255A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MIR1255B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1255B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR125A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR125B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR125B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR126,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
MIR1260A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1260B,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MIR1261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MIR1267,0.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
MIR1268A,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MIR1268B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1269A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1269B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1270,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1273A,6.0,19.0,4.0,16.0,4.0,17.0,5.0,16.0,6.0,2.0
MIR1273C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1273D,3.0,5.0,2.0,6.0,5.0,4.0,2.0,8.0,0.0,3.0
MIR1273E,3.0,5.0,5.0,12.0,2.0,4.0,5.0,5.0,1.0,2.0
MIR1273F,2.0,1.0,3.0,3.0,3.0,2.0,0.0,4.0,0.0,1.0
MIR1273G,1.0,7.0,3.0,3.0,2.0,0.0,5.0,6.0,1.0,3.0
MIR1273H,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR128-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR128-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1282,34.0,41.0,47.0,40.0,24.0,14.0,30.0,66.0,38.0,15.0
MIR1283-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1283-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1284,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1285-1,1.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
MIR1285-2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
MIR1286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1287,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0
MIR1288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1289-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1289-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR129-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR129-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1290,2.0,4.0,0.0,4.0,5.0,5.0,0.0,7.0,0.0,1.0
MIR1291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1292,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0
MIR1293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MIR1294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1295A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1295B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1296,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
MIR1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1299,3.0,2.0,0.0,0.0,0.0,7.0,7.0,1.0,1.0,0.0
MIR1301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1302-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1302-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1302-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1302-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1302-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1302-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MIR1302-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1302-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1302-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1302-8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MIR1302-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1303,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
MIR1304,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
MIR1305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1306,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
MIR1307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR130A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR130B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR133A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR133A1HG,0.0,1.0,1.0,4.0,4.0,2.0,8.0,5.0,3.0,2.0
MIR133A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR133B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1343,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR135A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR135A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR135B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR137HG,3.0,7.0,4.0,6.0,4.0,4.0,2.0,6.0,1.0,5.0
MIR138-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR138-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR143HG,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR146A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR146B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR147A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR147B,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MIR148A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR148B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR151A,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MIR151B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR153-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR153-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MIR155HG,85.0,337.0,360.0,560.0,390.0,72.0,155.0,92.0,43.0,59.0
MIR1587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR15A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR15B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR16-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR16-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR17HG,88.0,126.0,62.0,206.0,15.0,85.0,140.0,144.0,56.0,71.0
MIR181A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR181A1HG,10.0,8.0,4.0,15.0,9.0,14.0,8.0,13.0,9.0,9.0
MIR181A2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
MIR181A2HG,1.0,1.0,3.0,4.0,4.0,1.0,3.0,10.0,1.0,3.0
MIR181B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
MIR181B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MIR181C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR181D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1825,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR186,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0
MIR187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR18A,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MIR18B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1909,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR190A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR190B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR191,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
MIR1910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1913,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MIR1914,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0
MIR1915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR193A,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MIR193B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR194-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR194-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR195,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR196A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR196A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR196B,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MIR197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MIR1972-1,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
MIR1972-2,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
MIR1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR198,1.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0
MIR199A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR199A2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR199B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR19A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR19B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR19B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR200A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
